game_id,date,away,home
22501009,Mar 19 2026,DET,WAS
22501010,Mar 19 2026,LAL,MIA
22501011,Mar 19 2026,CLE,CHI
22501012,Mar 19 2026,LAC,NOP
22501013,Mar 19 2026,PHX,SAS
22501014,Mar 19 2026,MIL,UTA
22501015,Mar 19 2026,PHI,SAC
22501016,Mar 20 2026,NYK,BKN
22501017,Mar 20 2026,GSW,DET
22501018,Mar 20 2026,ATL,HOU
22501019,Mar 20 2026,BOS,MEM
22501020,Mar 20 2026,POR,MIN
22501021,Mar 20 2026,TOR,DEN
22501022,Mar 21 2026,OKC,WAS
22501023,Mar 21 2026,MEM,CHA
22501024,Mar 21 2026,LAL,ORL
22501025,Mar 21 2026,CLE,NOP
22501026,Mar 21 2026,GSW,ATL
22501027,Mar 21 2026,MIA,HOU
22501028,Mar 21 2026,IND,SAS
22501029,Mar 21 2026,LAC,DAL
22501030,Mar 21 2026,PHI,UTA
22501031,Mar 21 2026,MIL,PHX
22501032,Mar 22 2026,POR,DEN
22501033,Mar 22 2026,BKN,SAC
22501034,Mar 22 2026,WAS,NYK
22501035,Mar 22 2026,MIN,BOS
22501036,Mar 22 2026,TOR,PHX
22501037,Mar 23 2026,MEM,ATL
22501038,Mar 23 2026,LAL,DET
22501039,Mar 23 2026,IND,ORL
22501040,Mar 23 2026,OKC,PHI
22501041,Mar 23 2026,SAS,MIA
22501042,Mar 23 2026,HOU,CHI
22501043,Mar 23 2026,TOR,UTA
22501044,Mar 23 2026,GSW,DAL
22501045,Mar 23 2026,BKN,POR
22501046,Mar 23 2026,MIL,LAC
22501047,Mar 24 2026,SAC,CHA
22501048,Mar 24 2026,NOP,NYK
22501049,Mar 24 2026,ORL,CLE
22501050,Mar 24 2026,DEN,PHX
22501051,Mar 25 2026,ATL,DET
22501052,Mar 25 2026,LAL,IND
22501053,Mar 25 2026,CHI,PHI
22501054,Mar 25 2026,OKC,BOS
22501055,Mar 25 2026,MIA,CLE
22501056,Mar 25 2026,SAS,MEM
22501057,Mar 25 2026,WAS,UTA
22501058,Mar 25 2026,HOU,MIN
22501059,Mar 25 2026,DAL,DEN
22501060,Mar 25 2026,BKN,GSW
22501061,Mar 25 2026,MIL,POR
22501062,Mar 25 2026,TOR,LAC
22501063,Mar 26 2026,NYK,CHA
22501064,Mar 26 2026,NOP,DET
22501065,Mar 26 2026,SAC,ORL
22501066,Mar 27 2026,LAC,IND
22501067,Mar 27 2026,ATL,BOS
22501068,Mar 27 2026,MIA,CLE
22501069,Mar 27 2026,HOU,MEM
22501070,Mar 27 2026,CHI,OKC
22501071,Mar 27 2026,NOP,TOR
22501072,Mar 27 2026,UTA,DEN
22501073,Mar 27 2026,WAS,GSW
22501074,Mar 27 2026,DAL,POR
22501075,Mar 27 2026,BKN,LAL
22501076,Mar 28 2026,SAS,MIL
22501077,Mar 28 2026,PHI,CHA
22501078,Mar 28 2026,SAC,ATL
22501079,Mar 28 2026,CHI,MEM
22501080,Mar 28 2026,DET,MIN
22501081,Mar 28 2026,UTA,PHX
22501082,Mar 29 2026,LAC,MIL
22501083,Mar 29 2026,MIA,IND
22501084,Mar 29 2026,SAC,BKN
22501085,Mar 29 2026,BOS,CHA
22501086,Mar 29 2026,ORL,TOR
22501087,Mar 29 2026,WAS,POR
22501088,Mar 29 2026,HOU,NOP
22501089,Mar 29 2026,NYK,OKC
22501090,Mar 29 2026,GSW,DEN
22501091,Mar 30 2026,PHI,MIA
22501092,Mar 30 2026,BOS,ATL
22501093,Mar 30 2026,PHX,MEM
22501094,Mar 30 2026,CHI,SAS
22501095,Mar 30 2026,MIN,DAL
22501096,Mar 30 2026,CLE,UTA
22501097,Mar 30 2026,DET,OKC
22501098,Mar 30 2026,WAS,LAL
22501099,Mar 31 2026,PHX,ORL
22501100,Mar 31 2026,CHA,BKN
22501101,Mar 31 2026,TOR,DET
22501102,Mar 31 2026,NYK,HOU
22501103,Mar 31 2026,CLE,LAL
22501104,Mar 31 2026,POR,LAC
22501105,Apr 1 2026,PHI,WAS
22501106,Apr 1 2026,BOS,MIA
22501107,Apr 1 2026,ATL,ORL
22501108,Apr 1 2026,SAC,TOR
22501109,Apr 1 2026,IND,CHI
22501110,Apr 1 2026,MIL,HOU
22501111,Apr 1 2026,DAL,MEM
22501112,Apr 1 2026,DEN,UTA
22501113,Apr 1 2026,SAS,GSW
22501114,Apr 2 2026,PHX,CHA
22501115,Apr 2 2026,MIN,DET
22501116,Apr 2 2026,LAL,OKC
22501117,Apr 2 2026,CLE,GSW
22501118,Apr 2 2026,NOP,POR
22501119,Apr 2 2026,SAS,LAC
22501120,Apr 3 2026,IND,CHA
22501121,Apr 3 2026,MIN,PHI
22501122,Apr 3 2026,ATL,BKN
22501123,Apr 3 2026,CHI,NYK
22501124,Apr 3 2026,UTA,HOU
22501125,Apr 3 2026,TOR,MEM
22501126,Apr 3 2026,BOS,MIL
22501127,Apr 3 2026,ORL,DAL
22501128,Apr 3 2026,NOP,SAC
22501129,Apr 4 2026,WAS,MIA
22501130,Apr 4 2026,SAS,DEN
22501131,Apr 4 2026,DET,PHI
22501132,Apr 5 2026,TOR,BOS
22501133,Apr 5 2026,WAS,BKN
22501134,Apr 5 2026,PHX,CHI
22501135,Apr 5 2026,MEM,MIL
22501136,Apr 5 2026,IND,CLE
22501137,Apr 5 2026,CHA,MIN
22501138,Apr 5 2026,ORL,NOP
22501139,Apr 5 2026,UTA,OKC
22501140,Apr 5 2026,LAL,DAL
22501141,Apr 5 2026,LAC,SAC
22501142,Apr 5 2026,HOU,GSW
22501143,Apr 6 2026,NYK,ATL
22501144,Apr 6 2026,DET,ORL
22501145,Apr 6 2026,CLE,MEM
22501146,Apr 6 2026,PHI,SAS
22501147,Apr 6 2026,POR,DEN
22501148,Apr 7 2026,CHI,WAS
22501149,Apr 7 2026,CHA,BOS
22501150,Apr 7 2026,MIL,BKN
22501151,Apr 7 2026,MIA,TOR
22501152,Apr 7 2026,MIN,IND
22501153,Apr 7 2026,UTA,NOP
22501154,Apr 7 2026,SAC,GSW
22501155,Apr 7 2026,OKC,LAL
22501156,Apr 7 2026,DAL,LAC
22501157,Apr 7 2026,HOU,PHX
22501158,Apr 8 2026,ATL,CLE
22501159,Apr 8 2026,MIN,ORL
22501160,Apr 8 2026,MIL,DET
22501161,Apr 8 2026,POR,SAS
22501162,Apr 8 2026,MEM,DEN
22501163,Apr 8 2026,OKC,LAC
22501164,Apr 8 2026,DAL,PHX
22501165,Apr 9 2026,MIA,TOR
22501166,Apr 9 2026,CHI,WAS
22501167,Apr 9 2026,IND,BKN
22501168,Apr 9 2026,BOS,NYK
22501169,Apr 9 2026,PHI,HOU
22501170,Apr 9 2026,LAL,GSW
22501171,Apr 10 2026,DET,CHA
22501172,Apr 10 2026,MIA,WAS
22501173,Apr 10 2026,CLE,ATL
22501174,Apr 10 2026,NOP,BOS
22501175,Apr 10 2026,PHI,IND
22501176,Apr 10 2026,TOR,NYK
22501177,Apr 10 2026,ORL,CHI
22501178,Apr 10 2026,MIN,HOU
22501179,Apr 10 2026,BKN,MIL
22501180,Apr 10 2026,DAL,SAS
22501181,Apr 10 2026,MEM,UTA
22501182,Apr 10 2026,OKC,DEN
22501183,Apr 10 2026,LAC,POR
22501184,Apr 10 2026,GSW,SAC
22501185,Apr 10 2026,PHX,LAL
22501186,Apr 12 2026,ORL,BOS
22501187,Apr 12 2026,WAS,CLE
22501188,Apr 12 2026,DET,IND
22501189,Apr 12 2026,ATL,MIA
22501190,Apr 12 2026,CHA,NYK
22501191,Apr 12 2026,MIL,PHI
22501192,Apr 12 2026,BKN,TOR
22501193,Apr 12 2026,CHI,DAL
22501194,Apr 12 2026,MEM,HOU
22501195,Apr 12 2026,NOP,MIN
22501196,Apr 12 2026,PHX,OKC
22501197,Apr 12 2026,DEN,SAS
22501198,Apr 12 2026,UTA,LAL
22501199,Apr 12 2026,GSW,LAC
22501200,Apr 12 2026,SAC,POR
